0.31099,0.7327,1
0.3424,0.6957,1
0.30014,0.70819,1
0.29937,0.71224,1
0.33446,0.70963,1
0.32995,0.71273,1
0.3273,0.71341,1
0.29814,0.71383,1
0.29818,0.70901,1
0.31195,0.72168,1
0.31039,0.72043,1
0.29821,0.7076,1
0.31978,0.71433,1
0.32716,0.71361,1
0.31692,0.71223,1
0.31157,0.70881,1
0.32048,0.71347,1
0.31171,0.69559,1
0.31143,0.74105,1
0.28777,0.70295,1
0.29338,0.71024,1
0.18461,0.10106,2
0.18,0.11095,2
0.18933,0.10957,2
0.18617,0.11177,2
0.18668,0.10719,2
0.17378,0.10714,2
0.19037,0.11923,2
0.19212,0.10795,2
0.17236,0.12022,2
0.17646,0.11412,2
0.18116,0.10024,2
0.19099,0.10147,2
0.18438,0.11625,2
0.2709,0.66499,3
0.23437,0.74646,3
0.22111,0.70802,3
0.24379,0.77277,3
0.23029,0.69326,3
0.22119,0.7427,3
0.2658,0.69355,3
0.17947,0.66706,3
0.21781,0.72028,3
0.25283,0.77317,3
0.23626,0.71554,3
0.18294,0.7498,3
0.22009,0.77491,3
0.19754,0.76883,3
0.21975,0.63644,3
0.2776,0.70859,3
0.20694,0.75526,3
0.22324,0.69127,3
0.25734,0.64877,3
0.22922,0.67457,3
0.2528,0.7255,3
0.25314,0.77411,3
0.27843,0.75462,3
0.25236,0.65942,3
0.2239,0.73766,3
0.23308,0.79333,3
0.24053,0.68518,3
0.22549,0.80277,3
0.20535,0.74158,3
0.18512,0.71563,3
0.27893,0.67031,3
0.18768,0.75222,3
0.23441,0.65838,3
0.18873,0.70072,3
0.22008,0.74781,3
0.22179,0.65719,3
0.22649,0.67034,3
0.26857,0.68772,3
0.20577,0.7841,3
0.23279,0.71862,3
0.2259,0.80907,3
0.2508,0.72963,3
0.23423,0.76137,3
0.26276,0.70459,3
0.19089,0.66823,3
0.23285,0.76431,3
0.24611,0.7438,3
0.20198,0.77263,3
0.27421,0.69216,3
0.25835,0.67805,3
0.21274,0.68999,3
0.27814,0.73655,3
0.21516,0.66534,3
0.21271,0.78883,3
0.22389,0.79192,3
0.23013,0.6631,3
0.25266,0.71118,3
0.25872,0.62033,3
0.224,0.77145,3
0.22787,0.67065,3
0.18958,0.68375,3
0.18978,0.71076,3
0.2664,0.66082,3
0.21672,0.64831,3
0.20254,0.74266,3
0.23148,0.70918,3
0.19422,0.66485,3
0.21026,0.65501,3
0.21914,0.77626,3
0.23362,0.74139,3
0.20227,0.76399,3
0.27373,0.72541,3
0.23203,0.69124,3
0.18026,0.68001,3
0.21259,0.63873,3
0.21378,0.72741,3
0.19133,0.69226,3
0.23088,0.71874,3
0.21614,0.68004,3
0.19054,0.75051,3
0.22712,0.72785,3
0.22727,0.6249,3
0.21808,0.78605,3
0.25128,0.73422,3
0.17828,0.72283,3
0.2568,0.76531,3
0.25424,0.78188,3
0.21015,0.71177,3
0.22265,0.78965,3
0.25281,0.77254,3
0.24724,0.66908,3
0.27538,0.71327,3
0.18562,0.67248,3
0.22108,0.74264,3
0.20323,0.68602,3
0.24484,0.79462,3
0.27475,0.71196,3
0.2565,0.71674,3
0.28237,0.7247,3
0.2641,0.70156,3
0.18916,0.75781,3
0.21806,0.73132,3
0.25488,0.74148,3
0.26428,0.72337,3
0.24944,0.74881,3
0.198,0.77929,3
0.20137,0.67576,3
0.18519,0.68913,3
0.21942,0.63479,3
0.23698,0.70477,3
0.25062,0.76664,3
0.20936,0.71779,3
0.23477,0.64164,3
0.23873,0.63338,3
0.2238,0.78266,3
0.27597,0.69891,3
0.24214,0.69962,3
0.22234,0.66235,3
0.25961,0.77843,3
0.26413,0.76384,3
0.17839,0.68811,3
0.18358,0.68216,3
0.2032,0.75904,3
0.23624,0.77556,3
0.23365,0.73042,3
0.25682,0.78537,3
0.21883,0.79265,3
0.225,0.6908,3
0.24611,0.79054,3
0.18395,0.71997,3
0.23182,0.71662,3
0.17976,0.6782,3
0.22233,0.69763,3
0.22594,0.64446,3
0.2493,0.74145,3
0.24418,0.64602,3
0.18527,0.70854,3
0.21414,0.69217,3
